Venue,Latitude,Longitude,Venue Category
Walgreens,38.839460393239484,-77.42931112647057,Convenience Store
7-Eleven,38.8396303137672,-77.4053281545638,Convenience Store
7-Eleven,38.8394848,-77.426645,Convenience Store
Circle K,38.8284894,-77.4397412,Convenience Store
Kamp Washington Shell,38.8514432,-77.33104809999999,Automotive Shop
7-Eleven,38.7871160192706,-77.4496355652809,Convenience Store
Shell,38.83352821,-77.41226277,Convenience Store
Shell,38.85261585,-77.32799901,Convenience Store
Dollar Tree,38.83875,-77.43377,Discount Store
5 Twelve Convenience Store,38.79420453913561,-77.447213060042,Convenience Store
Park and Shop Oriental Store,38.839666181558165,-77.42578428967738,Convenience Store
Coast Guard Exchange,38.82778,-77.439095,Convenience Store
Shell,38.7615125845628,-76.8065974116326,Convenience Store
Walgreens,38.759117126464844,-76.80731201171875,Convenience Store
Hicks Country Store,38.735875,-76.825861,Convenience Store
Dash In,38.7614349,-76.806635,Convenience Store
Walgreens,38.765724692526284,-76.88727021217346,Convenience Store
Dollar Tree,38.76798515646672,-76.88951242527708,Discount Store
7-Eleven,38.7506427056295,-76.8782425671815,Convenience Store
Dash In,38.767123793533,-76.8864843249321,Convenience Store
7-Eleven,38.7654716384427,-76.898731291294,Convenience Store
7-Eleven,38.7559584365789,-76.8954731883151,Convenience Store
7-Eleven,38.75447860477558,-76.92116394639015,Convenience Store
lees convenience mart,38.772504,-76.95074,Convenience Store
7-11,38.754497,-76.921189,Convenience Store
Dash In,38.767047,-76.886557,Convenience Store
Dyson's Family General Store,38.701618816010125,-76.87517292728738,Convenience Store
Dollar Tree,38.7255742194749,-76.99290262823044,Discount Store
7-Eleven,38.7122257,-76.9890546,Convenience Store
7-Eleven,38.7633107,-77.0058032,Convenience Store
7-Eleven,38.7424336839991,-77.0569521188735,Convenience Store
Shell,38.743209076581905,-76.99364221653923,Gas Station
Shell,38.765241588497034,-76.99480399489403,Convenience Store
Shell,38.77228944325709,-77.00645378793979,Convenience Store
7-Eleven,38.72282234897084,-77.06346988677979,Convenience Store
Shell,38.742505943582486,-77.05644064333215,Convenience Store
Shell,38.743697,-77.076546,Convenience Store
Dash In,38.74169519186853,-76.99895337224007,Convenience Store
HART Consulting Solutions,38.70627626472878,-77.02360153198242,Convenience Store
Walgreens,38.740923282196285,-77.0560938300768,Convenience Store
QuickChek,38.771326,-77.067634,Convenience Store
Food Zone,38.718237,-76.98379399999999,Convenience Store
Urban Market,38.759011,-76.963014,Convenience Store
7-Eleven,38.7679948966298,-77.1199873872501,Convenience Store
7-Eleven,38.7574173574217,-77.0841899514198,Convenience Store
7-Eleven,38.743617765922714,-77.08385936915874,Convenience Store
Walgreens,38.750056652160495,-77.08239823579788,Convenience Store
7-Eleven,38.7278478,-77.112628,Convenience Store
7-Eleven,38.76038317868704,-77.15999588370323,Convenience Store
Fort Belvoir South Post EXPRESS,38.69596517358695,-77.14528828212912,Convenience Store
Dollar Tree,38.7211822094804,-77.12731934407165,Discount Store
7-Eleven,38.709199,-77.157588,Convenience Store
7-Eleven,38.772291236711,-77.0800164341926,Convenience Store
7-Eleven,38.7337125041238,-77.101495563984,Convenience Store
7-Eleven,38.7169837,-77.1316838,Convenience Store
7-Eleven,38.740322,-77.088418,Convenience Store
7-Eleven,38.7594524281891,-77.0848908987648,Convenience Store
7-Eleven,38.722839089843326,-77.11973793804646,Convenience Store
7-Eleven,38.7478162868578,-77.1449124813079,Convenience Store
7-Eleven,38.7543049949622,-77.0815359055997,Convenience Store
7-Eleven,38.7375287397844,-77.0906098186969,Convenience Store
Dollar Tree,38.74602376831303,-77.08443636150142,Discount Store
Shell,38.727338,-77.112497,Convenience Store
Shell,38.772112,-77.13237099999999,Convenience Store
Shell,38.7172,-77.131258,Convenience Store
Super Mini Mart,38.720951,-77.1274,Convenience Store
C-store,38.735647,-77.096836,Convenience Store
FBCH Shoppette,38.70581261702958,-77.14198600686679,Convenience Store
Walgreens,38.76437,-77.15441,Convenience Store
Adum Tropical Market,38.73204762966817,-77.1030437142726,Convenience Store
Fort Belvoir South Post EXPRESS,38.695910364641094,-77.1450082655697,Convenience Store
cell plus market,38.73534543430825,-77.19472646713257,Convenience Store
7-Eleven,38.7381699896371,-77.1927697956562,Convenience Store
Shell,38.75870929,-77.08343414,Convenience Store
Walgreens,38.7066275,-77.2053429,Convenience Store
7-Eleven,38.7430204973712,-77.2111630439758,Convenience Store
7-Eleven,38.702324343648,-77.2096877498643,Convenience Store
7-Eleven,38.7056233,-77.2288673,Convenience Store
7-Eleven,38.69221347825597,-77.21791550517082,Convenience Store
Shell,38.69238788622894,-77.2181684503673,Convenience Store
Virginia ABC Store,38.7152,-77.262419,Convenience Store
Dollar Tree,38.70477,-77.20686,Discount Store
Shell,38.705091,-77.228508,Convenience Store
Shell,38.70507267,-77.22298086,Convenience Store
Wawa,38.75059053035635,-77.44880272240137,Convenience Store
7-Eleven,38.7704028943599,-77.4458187818527,Convenience Store
7-Eleven,38.75846314767614,-77.43529915809631,Convenience Store
Shell,38.758472999999995,-77.339562,Convenience Store
